Unnamed: 0,cipher_suites,source_port,dest_port,source_ip,dest_ip,source_mac,dest_mac,flow_duration,start_time,end_time,flow_rate,flow_volume,domain,sleep_time
t774,,53225,80,192.168.1.240,93.184.216.34,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0.2980339527130127,1474561225.412187,1474561225.710221,20.131934450359783,412,,86.60906642968537
t775,,53226,80,192.168.1.240,93.184.216.34,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0.2988390922546386,1474561225.576365,1474561225.875204,20.077694503527145,412,,86.60906642968537
t776,,53227,80,192.168.1.240,93.184.216.34,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0.3016059398651123,1474561225.748464,1474561226.05007,19.893507411304263,412,,86.60906642968537
t777,,25050,25679,62.210.93.122,192.168.1.112,14:cc:20:51:33:ea,70:ee:50:03:b8:ac,3.178534030914306,1474561229.632343,1474561232.810877,5.662987976511389,1495,netcom.netatmo.net,19.65587708296208
t778,,49152,3291,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.0240390300750732,1474561233.215322,1474561233.239361,415.9901613655073,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t779,,49153,4539,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0326929092407226,1474561233.222906,1474561233.255599,428.2274146028413,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t780,,49153,4541,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0385000705718994,1474561233.428253,1474561233.466753,363.6356970789133,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t781,,49152,3295,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.0391550064086914,1474561233.431068,1474561233.470223,255.3951823075237,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t782,,49153,4544,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0427629947662353,1474561233.433791,1474561233.476554,327.3858642625766,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t783,,49153,4545,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0159919261932373,1474561233.503384,1474561233.519376,875.4417592247485,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t784,,39044,80,192.168.1.249,104.98.5.24,00:16:6c:ab:6b:88,14:cc:20:51:33:ea,0.2114298343658447,1474561315.450741,1474561315.662171,47.29701477558099,1221,,53.05976975826254
t785,,465,40409,64.233.189.109,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,10.469904899597168,1474561316.128626,1474561326.598531,0.5730711078599053,412,smtp.gmail.com,19.65587708296208
t786,,60801,80,192.168.1.166,89.30.121.150,00:24:e4:11:18:a8,14:cc:20:51:33:ea,1.1803810596466064,1474561317.235606,1474561318.415987,11.013392576709135,3010,,254.7380736965731
t787,,60802,80,192.168.1.166,89.30.121.150,00:24:e4:11:18:a8,14:cc:20:51:33:ea,0.8800911903381348,1474561318.100057,1474561318.980148,10.226213032017922,1268,,254.7380736965731
t789,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,44619,443,192.168.1.240,54.239.26.180,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,899.8318629264832,1474561339.815928,1474562239.647791,0.0288942868898211,7401,,86.60906642968537
t790,,39046,80,192.168.1.249,104.98.5.24,00:16:6c:ab:6b:88,14:cc:20:51:33:ea,0.2091739177703857,1474561375.021835,1474561375.231009,47.8071076288641,1221,,53.05976975826254
t791,,465,45401,64.233.189.108,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,10.476755142211914,1474561375.403365,1474561385.88012,0.668145805164071,478,smtp.gmail.com,19.65587708296208
t792,,49152,3162,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.0281751155853271,1474561385.427382,1474561385.455557,354.9231224878358,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t793,,49153,3292,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0422310829162597,1474561385.649935,1474561385.692166,331.50937729351324,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t794,,49153,3293,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0453670024871826,1474561385.650018,1474561385.695385,308.59433580509034,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t795,,49153,3294,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0232861042022705,1474561385.712534,1474561385.73582,601.2169265580686,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t796,,49153,3295,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0369429588317871,1474561385.714931,1474561385.751874,378.9626072926751,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t797,,49152,3170,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.0320429801940918,1474561385.715082,1474561385.747125,312.0808345362282,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t799,,39048,80,192.168.1.249,104.98.5.24,00:16:6c:ab:6b:88,14:cc:20:51:33:ea,0.2251861095428466,1474561495.143334,1474561495.36852,53.289254938332384,1373,,53.05976975826254
t800,,465,40413,64.233.189.109,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,10.510560035705566,1474561495.49578,1474561506.00634,0.6659968618437272,478,smtp.gmail.com,19.65587708296208
t801,,44122,80,192.168.1.240,93.184.216.34,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0.3194940090179443,1474561525.376246,1474561525.69574,18.77969486327054,412,,86.60906642968537
t802,,44123,80,192.168.1.240,93.184.216.34,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0.3085110187530517,1474561525.557321,1474561525.865832,19.44825187849356,412,,86.60906642968537
t803,,44124,80,192.168.1.240,93.184.216.34,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0.2981569766998291,1474561525.731824,1474561526.029981,23.47756566852797,478,,86.60906642968537
t804,,49153,3299,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0296480655670166,1474561554.893496,1474561554.923144,472.206187225077,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t805,,49152,3174,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.1237061023712158,1474561554.894652,1474561555.018358,80.83675589416048,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t806,,49152,3176,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.1130859851837158,1474561554.899835,1474561555.012921,88.42828741116173,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t807,,49153,3303,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0336360931396484,1474561554.899885,1474561554.933521,416.2195633683017,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t808,,49153,3305,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0244438648223876,1474561554.943365,1474561554.967809,572.7408534503779,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t809,,49152,3180,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.0189821720123291,1474561554.962113,1474561554.981095,526.8101033698833,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t810,,49153,3307,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0193190574645996,1474561554.979603,1474561554.998922,724.6730346785141,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t811,,49152,3182,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.0323648452758789,1474561554.9911,1474561555.023465,308.97722250051567,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t815,,39050,80,192.168.1.249,104.98.5.24,00:16:6c:ab:6b:88,14:cc:20:51:33:ea,0.3702070713043213,1474561674.844236,1474561675.214443,32.414291703616975,1373,,53.05976975826254
t816,,465,42101,64.233.188.108,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,10.508129119873049,1474561675.575595,1474561686.083724,0.5709865125898347,412,smtp.gmail.com,19.65587708296208
t818,,49153,3904,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0108449459075927,1474561725.659356,1474561725.670201,922.0885088047136,1065,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t819,,49153,3905,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0130469799041748,1474561725.669961,1474561725.683008,766.4609030937631,1067,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t820,,49153,3907,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0255439281463623,1474561725.904205,1474561725.929749,548.0754533829885,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t821,,49153,3910,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.1590509414672851,1474561725.943459,1474561726.10251,62.87293811496789,1066,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t822,,49152,4290,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.0123250484466552,1474561726.068475,1474561726.0808,811.3558371215785,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t823,,49152,4293,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.027580976486206,1474561726.068554,1474561726.096135,362.5687438949543,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t824,,49152,4294,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.0245578289031982,1474561726.068613,1474561726.093171,407.2021203265924,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t825,,4362,49154,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.2253868579864502,1474561726.088999,1474561726.314386,57.67860697885737,1386,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t826,,4363,49154,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.2253878116607666,1474561726.089049,1474561726.314437,57.67836292570437,1394,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t827,,49153,3914,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0366230010986328,1474561726.126281,1474561726.162904,382.2734232592052,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t828,,3916,49153,192.168.1.193,192.168.1.223,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,1.190601110458374,1474561726.130724,1474561727.321325,9.239030522796227,1134,d3gjecg2uu2eaq.cloudfront.net,121.8160893684146
t829,,49153,3917,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0168099403381347,1474561726.175277,1474561726.192087,832.8405525770856,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t830,,49153,3918,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0147299766540527,1474561726.203924,1474561726.218654,950.4427826875142,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t831,,49154,4364,192.168.1.193,192.168.1.223,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,0.0231049060821533,1474561726.314253,1474561726.337358,519.370213292883,1320,d3gjecg2uu2eaq.cloudfront.net,121.8160893684146
t832,,49154,4365,192.168.1.193,192.168.1.223,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,0.025853157043457,1474561726.314329,1474561726.340182,502.8399424545354,1479,d3gjecg2uu2eaq.cloudfront.net,121.8160893684146
t833,,49154,4366,192.168.1.193,192.168.1.223,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,0.0139980316162109,1474561727.319639,1474561727.333637,857.2633873824772,1393,d3gjecg2uu2eaq.cloudfront.net,121.8160893684146
t834,0xc030|0xc02c|0xc028|0xc024|0xc014|0xc00a|0xc022|0xc021|0x00a3|0x009f|0x006b|0x006a|0x0039|0x0038|0x0088|0x0087|0xc032|0xc02e|0xc02a|0xc026|0xc00f|0xc005|0x009d|0x003d|0x0035|0x0084|0xc012|0xc008|0xc01c|0xc01b|0x0016|0x0013|0xc00d|0xc003|0x000a|0xc02f|0xc02b|0xc027|0xc023|0xc013|0xc009|0xc01f|0xc01e|0x00a2|0x009e|0x0067|0x0040|0x0033|0x0032|0x009a|0x0099|0x0045|0x0044|0xc031|0xc02d|0xc029|0xc025|0xc00e|0xc004|0x009c|0x003c|0x002f|0x0096|0x0041|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0x0015|0x0012|0x0009|0x0014|0x0011|0x0008|0x0006|0x0003|0x00ff,443,59431,176.31.232.79,192.168.1.177,14:cc:20:51:33:ea,e0:76:d0:33:bb:85,67.30131101608276,1474561790.148295,1474561857.449606,0.3566052375155783,7236,api.pix-star.com,19.65587708296208
t835,0xc030|0xc02c|0xc028|0xc024|0xc014|0xc00a|0xc022|0xc021|0x00a3|0x009f|0x006b|0x006a|0x0039|0x0038|0xc032|0xc02e|0xc02a|0xc026|0xc00f|0xc005|0x009d|0x003d|0x0035|0xc012|0xc008|0xc01c|0xc01b|0x0016|0x0013|0xc00d|0xc003|0x000a|0xc02f|0xc02b|0xc027|0xc023|0xc013|0xc009|0xc01f|0xc01e|0x00a2|0x009e|0x0067|0x0040|0x0033|0x0032|0xc031|0xc02d|0xc029|0xc025|0xc00e|0xc004|0x009c|0x003c|0x002f|0x00ff,56349,443,192.168.1.241,195.154.199.173,70:ee:50:18:34:43,14:cc:20:51:33:ea,2.6784708499908447,1474561812.533436,1474561815.211907,8.586989102412153,6504,,1178.472291926543
t836,0x0004|0x0005|0x002f|0x0035|0xc002|0xc004|0xc005|0xc00c|0xc00e|0xc00f|0xc007|0xc009|0xc00a|0xc011|0xc013|0xc014|0x0033|0x0039|0x0032|0x0038|0x000a|0xc003|0xc00d|0xc008|0xc012|0x0016|0x0013|0x0009|0x0015|0x0012|0x0003|0x0008|0x0014|0x0011|0x00ff,56462,443,192.168.1.241,62.210.177.216,70:ee:50:18:34:43,14:cc:20:51:33:ea,0.3083078861236572,1474561812.735625,1474561813.043933,9.730532805108815,202,,1178.472291926543
t838,,46946,80,192.168.1.240,93.184.216.34,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0.2997961044311523,1474561825.364785,1474561825.664581,20.01360228274044,412,,86.60906642968537
t839,,46947,80,192.168.1.240,93.184.216.34,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0.3004322052001953,1474561825.52818,1474561825.828612,19.971227771675988,412,,86.60906642968537
t840,,46948,80,192.168.1.240,93.184.216.34,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0.301048994064331,1474561825.70369,1474561826.004739,19.93031074110768,412,,86.60906642968537
t841,,25050,25680,62.210.104.183,192.168.1.112,14:cc:20:51:33:ea,70:ee:50:03:b8:ac,3.16907811164856,1474561834.618698,1474561837.787776,5.679885242915761,1495,netcom.netatmo.net,19.65587708296208
t842,,39052,80,192.168.1.249,104.98.5.24,00:16:6c:ab:6b:88,14:cc:20:51:33:ea,0.2164859771728515,1474561855.557691,1474561855.774177,46.19236834917754,1221,,53.05976975826254
t843,,465,43049,64.233.188.109,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,10.463016033172607,1474561855.918664,1474561866.38168,0.5734484187902629,412,smtp.gmail.com,19.65587708296208
t844,,49152,4303,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.028987169265747,1474561904.117343,1474561904.14633,344.9802189486844,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t845,,49153,3922,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0358660221099853,1474561904.119447,1474561904.155313,390.3415872847048,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t846,,49152,4305,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.0260219573974609,1474561904.123159,1474561904.149181,384.2908451220406,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t847,,49153,3925,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0273511409759521,1474561904.33513,1474561904.362481,511.8616445401372,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t848,,49153,3927,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0366170406341552,1474561904.339285,1474561904.375902,382.3356491278332,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t849,,49153,3928,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0177588462829589,1474561904.397793,1474561904.415552,788.339500040276,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t850,,50219,80,192.168.1.166,89.30.121.150,00:24:e4:11:18:a8,14:cc:20:51:33:ea,1.183887958526611,1474561918.95724,1474561920.141128,10.98076883574265,3010,,254.7380736965731
t852,,39054,80,192.168.1.249,104.98.5.24,00:16:6c:ab:6b:88,14:cc:20:51:33:ea,0.2046589851379394,1474561980.670606,1474561980.875265,48.86176872840464,1221,,53.05976975826254
t853,,465,45409,64.233.189.108,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,10.824888944625854,1474561981.327372,1474561992.152261,0.7390376049974808,544,smtp.gmail.com,19.65587708296208
t854,,39056,80,192.168.1.249,104.98.5.24,00:16:6c:ab:6b:88,14:cc:20:51:33:ea,0.2212090492248535,1474562035.255446,1474562035.476655,45.20610723223736,1221,,53.05976975826254
t855,,465,40421,64.233.189.109,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,10.467411994934082,1474562035.607419,1474562046.074831,0.6687421879818807,478,smtp.gmail.com,19.65587708296208
t856,,49153,4732,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0413241386413574,1474562069.54679,1474562069.588114,338.78504090557675,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t857,,49153,4733,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0424401760101318,1474562069.548123,1474562069.590563,329.8761059958316,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t858,,49153,4734,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0196890830993652,1474562069.609864,1474562069.629553,711.0539342713909,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t859,,49153,4735,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0274469852447509,1474562069.642529,1474562069.669976,510.0742349354158,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t860,,34236,80,192.168.1.166,89.30.121.150,00:24:e4:11:18:a8,14:cc:20:51:33:ea,0.8949010372161865,1474562070.640585,1474562071.535486,11.17441994603951,1262,,254.7380736965731
t864,,39702,80,192.168.1.240,93.184.216.34,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0.3040690422058105,1474562125.385916,1474562125.689985,19.732360639130345,412,,86.60906642968537
t865,,39703,80,192.168.1.240,93.184.216.34,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0.3067898750305176,1474562125.556411,1474562125.863201,19.55735990114784,412,,86.60906642968537
t866,,39704,80,192.168.1.240,93.184.216.34,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0.3079128265380859,1474562125.731779,1474562126.039692,19.486034626939635,412,,86.60906642968537
t867,,39058,80,192.168.1.249,104.98.5.24,00:16:6c:ab:6b:88,14:cc:20:51:33:ea,0.2112748622894287,1474562155.415693,1474562155.626968,47.3317075757969,1221,,53.05976975826254
t868,,465,45413,64.233.189.108,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,10.522433042526243,1474562155.796041,1474562166.318474,0.6652453830506321,478,smtp.gmail.com,19.65587708296208
t871,,80,49655,52.77.179.154,192.168.1.143,14:cc:20:51:33:ea,f4:f2:6d:93:51:f1,0.3627779483795166,1474562185.501929,1474562185.864707,30.32157839012987,1021,aps1-relay.tplinkcloud.com,19.65587708296208
t873,,49152,4211,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.0407750606536865,1474562201.54339,1474562201.584165,245.24794910626056,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t874,,49153,4739,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0174160003662109,1474562201.580447,1474562201.597863,803.8585039973716,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t875,,49153,4740,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0358290672302246,1474562201.757968,1474562201.793797,390.7441940936132,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t876,,49153,4742,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0507218837738037,1474562201.761418,1474562201.81214,276.0149852169049,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t877,,49153,4744,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0514609813690185,1474562201.765701,1474562201.817162,272.0507776485686,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t878,,49153,4745,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0445590019226074,1474562201.825911,1474562201.87047,314.1901612678845,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t879,,49153,4746,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0272519588470459,1474562201.836024,1474562201.863276,513.7245391634515,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t880,,49152,4221,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.0415871143341064,1474562201.843788,1474562201.885375,240.45909797109425,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t881,,49153,4748,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0405981540679931,1474562201.847205,1474562201.887803,344.8432649561607,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t882,,49153,4749,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0150110721588134,1474562201.904497,1474562201.919508,932.6449071647528,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t883,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,54167,443,192.168.1.240,72.21.207.120,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,899.8304340839386,1474562239.808662,1474563139.639096,0.028894332771117,7401,,86.60906642968537
t902,,39060,80,192.168.1.249,104.98.5.24,00:16:6c:ab:6b:88,14:cc:20:51:33:ea,0.2224500179290771,1474562335.084015,1474562335.306465,53.94470232780971,1373,,53.05976975826254
t903,,465,43057,64.233.188.109,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,10.458985090255736,1474562335.557183,1474562346.016168,0.6692809999816951,478,smtp.gmail.com,19.65587708296208
t904,,49152,4501,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.1028568744659423,1474562371.196213,1474562371.29907,97.2224759105544,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t905,,49152,4502,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.102903127670288,1474562371.196282,1474562371.299185,106.89665366873103,2098,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t906,,49153,3914,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0382249355316162,1474562371.197058,1474562371.235283,366.2530702875997,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t907,,49153,3915,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0560040473937988,1474562371.197133,1474562371.253137,249.98193258350432,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t908,,49153,3916,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0508160591125488,1474562371.197193,1474562371.248009,275.5034578535972,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t909,,49153,3918,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0410981178283691,1474562371.290536,1474562371.331634,340.648203367019,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t910,,49152,4509,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.0377759933471679,1474562371.297202,1474562371.334978,264.718386306834,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t911,,49153,3921,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0874378681182861,1474562371.311417,1474562371.398855,160.1136933149007,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t912,,49152,4512,192.168.1.249,192.168.1.193,00:16:6c:ab:6b:88,ec:1a:59:83:28:11,0.0683879852294921,1474562371.311483,1474562371.379871,146.22451540928742,2032,d3gjecg2uu2eaq.cloudfront.net,53.05976975826254
t913,,49153,3923,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0484621524810791,1474562371.337848,1474562371.38631,288.88522864241264,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t914,,49153,3924,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0551018714904785,1474562371.343836,1474562371.398938,254.0748548335453,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
t915,,49153,3925,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.0815448760986328,1474562371.353028,1474562371.434573,171.6846069281688,4740,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
